    名称,所属行业,代码
研奥股份,轨交设备,300923
天域生物,养殖业,603717
中大力德,通用设备,002896
保变电气,电网设备,600550
供销大集,零售,000564
昱能科技,光伏设备,688348
安集科技,电子化学品,688019
星辉环材,塑料制品,300834
内蒙新华,文化传媒,603230
七 匹 狼,服装家纺,002029
隧道股份,建筑装饰,600820
普天科技,通信服务,002544
源飞宠物,家居用品,001222
航天信息,IT服务,600271
川发龙蟒,农化制品,002312
海德股份,多元金融,000567
东贝集团,白色家电,601956
贝仕达克,消费电子,300822
鹏鹞环保,环境治理,300664
三房巷,化学纤维,600370
得邦照明,光学光电子,603303
国机精工,通用设备,002046
丛麟科技,环境治理,688370
天健集团,房地产,000090
嘉环科技,通信服务,603206
联环药业,化学制药,600513
祥和实业,轨交设备,603500
华林证券,证券,002945
广济药业,化学制药,000952
新城控股,房地产,601155
奥特佳,汽车零部件,002239
北斗星通,军工电子,002151
震安科技,橡胶制品,300767
恒坤新材,半导体,688727
长春高新,生物制品,000661
ST联创,化学制品,300343
腾达科技,通用设备,001379
骆驼股份,电池,601311
森赫股份,专用设备,301056
海欣股份,化学制药,600851
中际联合,工程机械,605305
富春染织,纺织制造,605189
麒麟信安,软件开发,688152
天德钰,半导体,688252
中达安,建筑装饰,300635
信通电子,电网设备,001388
西安饮食,旅游及酒店,000721
光弘科技,消费电子,300735
永利股份,塑料制品,300230
凯恩股份,造纸,002012
泉峰汽车,汽车零部件,603982
酒钢宏兴,钢铁,600307
未来电器,电网设备,301386
明牌珠宝,服装家纺,002574
联合化学,化学制品,301209
吉视传媒,文化传媒,601929
至纯科技,半导体,603690
格力博,专用设备,301260
京华激光,包装印刷,603607
豪江智能,自动化设备,301320
英杰电气,其他电源设备,300820
永和股份,化学制品,605020
三德科技,通用设备,300515
大千生态,建筑装饰,603955
天力锂能,电池,301152
经纬股份,建筑装饰,301390
德联集团,化学制品,002666
新天药业,中药,002873
ST汇洲,通用设备,002122
好利科技,其他电子,002729
滨海能源,电池,000695
安奈儿,服装家纺,002875
浔兴股份,纺织制造,002098
绿田机械,专用设备,605259
奇德新材,塑料制品,300995
欧克科技,自动化设备,001223
国投智能,软件开发,300188
美畅股份,通用设备,300861
莎普爱思,化学制药,603168
北新建材,建筑材料,000786
华新精科,电机,603370
海翔药业,化学制药,002099
天智航-U,医疗器械,688277
科大智能,电网设备,300222
物产金轮,专用设备,002722
通业科技,轨交设备,300960
深信服,软件开发,300454
徐工机械,工程机械,000425
京源环保,环境治理,688096
港迪技术,自动化设备,301633
南宁百货,零售,600712
绿茵生态,环境治理,002887
温州宏丰,电网设备,300283
兴业科技,纺织制造,002674
紫燕食品,食品加工制造,603057
集泰股份,化学制品,002909
超捷股份,汽车零部件,301005
华大基因,医疗服务,300676
大洋生物,化学原料,003017
华星创业,通信服务,300025
锦龙股份,证券,000712
潍柴重机,通用设备,000880
普蕊斯,医疗服务,301257
泰尔股份,通用设备,002347
黄山谷捷,汽车零部件,301581
之江生物,医疗器械,688317
亚太股份,汽车零部件,002284
大华股份,计算机设备,002236
安恒信息,软件开发,688023
大叶股份,专用设备,300879
唯赛勃,塑料制品,688718
显盈科技,消费电子,301067
东方雨虹,建筑材料,002271
诚邦股份,半导体,603316
望变电气,电网设备,603191
星徽股份,互联网电商,300464
开勒股份,通用设备,301070
财信发展,房地产,000838
北元集团,化学原料,601568
开创电气,通用设备,301448
浙海德曼,通用设备,688577
冀凯股份,专用设备,002691
德艺文创,家居用品,300640
川仪股份,通用设备,603100
古汉医药,中药,000590
百通能源,电力,001376
*ST高斯,黑色家电,002848
*ST和科,专用设备,002816
蓝海华腾,自动化设备,300484
华丽家族,房地产,600503
动力源,其他电源设备,600405
英 力 特,化学原料,000635
京北方,软件开发,002987
弘业期货,多元金融,001236
顺络电子,元件,002138
精艺股份,工业金属,002295
晶华微,半导体,688130
四川九洲,黑色家电,000801
南方航空,机场航运,600029
山东矿机,专用设备,002526
菱电电控,汽车零部件,688667
荣旗科技,自动化设备,301360
中体产业,其他社会服务,600158
东风科技,汽车零部件,600081
博彦科技,IT服务,002649
双枪科技,家居用品,001211
安 纳 达,化学原料,002136
中芯国际,半导体,688981
金三江,美容护理,301059
小崧股份,光学光电子,002723
恩威医药,中药,301331
瑞德智能,白色家电,301135
阳光电源,光伏设备,300274
东利机械,汽车零部件,301298
和辉光电-U,光学光电子,688538
弘元绿能,光伏设备,603185
麦格米特,其他电源设备,002851
南方路机,工程机械,603280
联创电子,光学光电子,002036
跨境通,互联网电商,002640
广田集团,建筑装饰,002482
赫美集团,零售,002356
优德精密,专用设备,300549
科达利,电池,002850
汉王科技,软件开发,002362
北方股份,专用设备,600262
国芳集团,零售,601086
森泰股份,建筑材料,301429
斯瑞新材,金属新材料,688102
南王科技,包装印刷,301355
ST炼石,军工装备,000697
中 关 村,化学制药,000931
黑芝麻,食品加工制造,000716
软控股份,专用设备,002073
北玻股份,建筑材料,002613
东方精工,专用设备,002611
中信出版,文化传媒,300788
万里股份,电池,600847
新洁能,半导体,605111
利柏特,建筑装饰,605167
金海高科,白色家电,603311
世纪华通,游戏,002602
华秦科技,军工装备,688281
永泰运,物流,001228
双一科技,风电设备,300690
浙矿股份,专用设备,300837
镇海股份,建筑装饰,603637
山推股份,工程机械,000680
申科股份,通用设备,002633
盈新发展,房地产,000620
五矿新能,电池,688779
东诚药业,化学制药,002675
天津普林,元件,002134
汉钟精机,通用设备,002158
实丰文化,家居用品,002862
孚能科技,电池,688567
云南旅游,旅游及酒店,002059
金辰股份,光伏设备,603396
观想科技,军工电子,301213
兔 宝 宝,建筑材料,002043
华阳新材,小金属,600281
国瓷材料,电子化学品,300285
和顺电气,电网设备,300141
康芝药业,化学制药,300086
鸥玛软件,软件开发,301185
交大思诺,轨交设备,300851
亚光股份,环保设备,603282
联合水务,环境治理,603291
视觉中国,文化传媒,000681
万  科Ａ,房地产,000002
科泰电源,其他电源设备,300153
艾迪精密,工程机械,603638
宏润建设,建筑装饰,002062
聚力文化,建筑材料,002247
正元智慧,计算机设备,300645
巨轮智能,专用设备,002031
辰奕智能,黑色家电,301578
金地集团,房地产,600383
振德医疗,医疗器械,603301
中鼎股份,汽车零部件,000887
四创电子,军工电子,600990
高争民爆,化学制品,002827
柯力传感,通用设备,603662
云天励飞-U,IT服务,688343
申昊科技,自动化设备,300853
秦川机床,通用设备,000837
日月明,轨交设备,300906
泰鸿万立,汽车零部件,603210
坚朗五金,建筑材料,002791
同益股份,塑料制品,300538
米奥会展,其他社会服务,300795
智明达,军工电子,688636
诺邦股份,纺织制造,603238
聚胶股份,化学制品,301283
国轩高科,电池,002074
力生制药,化学制药,002393
新兴装备,军工装备,002933
蓝帆医疗,医疗器械,002382
正帆科技,专用设备,688596
天山铝业,工业金属,002532
奥锐特,化学制药,605116
西部矿业,工业金属,601168
石基信息,软件开发,002153
出版传媒,文化传媒,601999
华新科技,环境治理,301265
超图软件,软件开发,300036
英方软件,软件开发,688435
司南导航,通信设备,688592
趣睡科技,家居用品,301336
黑猫股份,橡胶制品,002068
宏达电子,军工电子,300726
建业股份,化学制品,603948
科隆股份,化学制品,300405
友车科技,软件开发,688479
恒锋信息,软件开发,300605
激智科技,光学光电子,300566
捷邦科技,消费电子,301326
莱绅通灵,服装家纺,603900
宝胜股份,电网设备,600973
华菱精工,专用设备,603356
龙佰集团,化学原料,002601
掌趣科技,游戏,300315
奥雅股份,建筑装饰,300949
深中华A,服装家纺,000017
中海达,军工电子,300177
美芯晟,半导体,688458
福斯达,专用设备,603173
西点药业,化学制药,301130
花园生物,化学制药,300401
豆神教育,教育,300010
东华测试,通用设备,300354
富祥药业,化学制药,300497
司太立,化学制药,603520
华曙高科,通用设备,688433
盈建科,软件开发,300935
华信新材,塑料制品,300717
凯撒文化,游戏,002425
传化智联,物流,002010
游族网络,游戏,002174
振华科技,军工电子,000733
中钢国际,建筑装饰,000928
豪威集团,半导体,603501
中国重汽,汽车整车,000951
神州泰岳,游戏,300002
京城股份,通用设备,600860
沪宁股份,专用设备,300669
罗 牛 山,养殖业,000735
京东方Ａ,光学光电子,000725
中国一重,专用设备,601106
尤夫股份,化学纤维,002427
金时科技,其他电源设备,002951
招标股份,建筑装饰,301136
中欣氟材,化学制品,002915
内蒙一机,军工装备,600967
博通集成,半导体,603068
五洋自控,通用设备,300420
中伟新材,电池,300919
中水渔业,养殖业,000798
赛托生物,化学制药,300583
海格通信,军工电子,002465
上声电子,汽车零部件,688533
盛德鑫泰,钢铁,300881
超卓航科,军工装备,688237
北芯生命-U,医疗器械,688712
高凌信息,军工电子,688175
申菱环境,通用设备,301018
凌志软件,软件开发,688588
先进数通,IT服务,300541
华昌达,自动化设备,300278
中马传动,汽车零部件,603767
智能自控,通用设备,002877
振华新材,电池,688707
朗姿股份,服装家纺,002612
敏芯股份,半导体,688286
金钟股份,汽车零部件,301133
万兴科技,软件开发,300624
沃特股份,塑料制品,002886
国安股份,通信服务,000839
中路股份,汽车服务及其他,600818
新晨科技,软件开发,300542
芯联集成-U,半导体,688469
凯撒旅业,旅游及酒店,000796
华建集团,建筑装饰,600629
经纬恒润-W,软件开发,688326
佳讯飞鸿,通信设备,300213
ST达华,计算机设备,002512
东方电缆,电网设备,603606
数据港,通信服务,603881
万通智控,汽车零部件,300643
华鹏飞,物流,300350
龙迅股份,半导体,688486
黔源电力,电力,002039
ST开元,教育,300338
桂林旅游,旅游及酒店,000978
安必平,医疗器械,688393
日上集团,汽车零部件,002593
西王食品,食品加工制造,000639
克来机电,自动化设备,603960
三钢闽光,钢铁,002110
五洲医疗,医疗器械,301234
惠城环保,环境治理,300779
中能电气,电网设备,300062
思进智能,通用设备,003025
玉禾田,环境治理,300815
永新股份,包装印刷,002014
赛腾股份,自动化设备,603283
润达医疗,医药商业,603108
衢州东峰,包装印刷,601515
乖宝宠物,农产品加工,301498
芯动联科,半导体,688582
海能达,通信设备,002583
飞马国际,环境治理,002210
航天软件,软件开发,688562
浩洋股份,专用设备,300833
天桥起重,专用设备,002523
科伦药业,化学制药,002422
同洲电子,其他电源设备,002052
银宝山新,专用设备,002786
广东宏大,化学制品,002683
珠海中富,包装印刷,000659
亚普股份,汽车零部件,603013
北方长龙,军工装备,301357
中天火箭,军工装备,003009
拓山重工,工程机械,001226
康恩贝,中药,600572
鼎熔岩,通用设备,301028
博晖创新,生物制品,300318
江南化工,化学制品,002226
云铝股份,工业金属,000807
南华仪器,通用设备,300417
太钢不锈,钢铁,000825
福达股份,汽车零部件,603166
信立泰,化学制药,002294
张小泉,家居用品,301055
盛航股份,港口航运,001205
迪哲医药-U,化学制药,688192
透景生命,医疗器械,300642
新点软件,软件开发,688232
超研股份,医疗器械,301602
苏州科达,计算机设备,603660
汤姆猫,游戏,300459
金杯汽车,汽车零部件,600609
世纪恒通,通信服务,301428
准油股份,油气开采及服务,002207
多伦科技,软件开发,603528
山鹰国际,造纸,600567
捷捷微电,半导体,300623
洛凯股份,电网设备,603829
金发科技,塑料制品,600143
科力尔,电机,002892
协昌科技,自动化设备,301418
吉大正元,软件开发,003029
中邮科技,通用设备,688648
汇隆新材,化学纤维,301057
日出东方,厨卫电器,603366
石大胜华,电池,603026
沪农商行,银行,601825
中富通,通信服务,300560
金博股份,光伏设备,688598
晨化股份,化学制品,300610
钒钛股份,钢铁,000629
双欣材料,化学纤维,001369
骄成超声,电池,688392
神通科技,汽车零部件,605228
皖维高新,化学纤维,600063
宗申动力,通用设备,001696
华菱钢铁,钢铁,000932
江盐集团,化学原料,601065
百利科技,电池,603959
永新光学,光学光电子,603297
万控智造,电网设备,603070
华兰疫苗,生物制品,301207
时创能源,光伏设备,688429
东南电子,其他电子,301359
扬州金泉,服装家纺,603307
立方制药,化学制药,003020
欣锐科技,汽车零部件,300745
特一药业,中药,002728
安靠智电,电网设备,300617
洪田股份,专用设备,603800
精工科技,专用设备,002006
嘉益股份,家居用品,301004
万马科技,通信设备,300698
西菱动力,汽车零部件,300733
联明股份,汽车零部件,603006
珂玛科技,半导体,301611
神州数码,IT服务,000034
天和防务,军工电子,300397
浙江美大,厨卫电器,002677
龙净环保,环保设备,600388
恒银科技,计算机设备,603106
农尚环境,建筑装饰,300536
汉邦高科,计算机设备,300449
华业香料,美容护理,300886
中持股份,环境治理,603903
微光股份,电机,002801
新开普,IT服务,300248
三花智控,白色家电,002050
裕同科技,包装印刷,002831
睿创微纳,军工电子,688002
井松智能,通用设备,688251
天源迪科,软件开发,300047
宁波东力,通用设备,002164
金风科技,风电设备,002202
概伦电子,软件开发,688206
三维化学,化学原料,002469
平安电工,非金属材料,001359
北信源,软件开发,300352
东风股份,汽车整车,600006
华立科技,家居用品,301011
绿联科技,消费电子,301606
秦川物联,通用设备,688528
中信金属,贸易,601061
大元泵业,通用设备,603757
日丰股份,电网设备,002953
翠微股份,多元金融,603123
宣泰医药,化学制药,688247
精华制药,中药,002349
久祺股份,汽车服务及其他,300994
粤宏远Ａ,房地产,000573
*ST四环,生物制品,000518
百达精工,通用设备,603331
莫高股份,饮料制造,600543
福龙马,环境治理,603686
东土科技,通信设备,300353
雷柏科技,计算机设备,002577
永安行,汽车服务及其他,603776
宝色股份,通用设备,300402
普莱得,通用设备,301353
天创时尚,服装家纺,603608
德马科技,通用设备,688360
美硕科技,电网设备,301295
荣信文化,文化传媒,301231
中远海能,港口航运,600026
农心科技,农化制品,001231
双象股份,塑料制品,002395
山东威达,通用设备,002026
中百集团,零售,000759
登云股份,汽车零部件,002715
万里石,建筑材料,002785
东箭科技,汽车零部件,300978
禾川科技,自动化设备,688320
虹软科技,IT服务,688088
东阳光,综合,600673
兰卫医学,医疗服务,301060
亚太科技,工业金属,002540
竞业达,IT服务,003005
科林电气,电网设备,603050
ST长园,电网设备,600525
合锻智能,专用设备,603011
鲍斯股份,通用设备,300441
TCL科技,光学光电子,000100
电科网安,计算机设备,002268
屹唐股份,半导体,688729
凯众股份,汽车零部件,603037
中控技术,自动化设备,688777
工大科雅,通用设备,301197
天利科技,IT服务,300399
哈焊华通,通用设备,301137
汉得信息,IT服务,300170
雅化集团,化学制品,002497
金橙子,软件开发,688291
朝阳科技,消费电子,002981
雷迪克,汽车零部件,300652
ST福能,电池,300173
向日葵,化学制药,300111
*ST八钢,钢铁,600581
神马股份,化学纤维,600810
晨光生物,农产品加工,300138
炜冈科技,专用设备,001256
汉邦科技,专用设备,688755
万隆光电,通信设备,300710
ST加加,食品加工制造,002650
龙旗科技,消费电子,603341
神工股份,半导体,688233
博迁新材,能源金属,605376
兴福电子,电子化学品,688545
*ST亚太,化学原料,000691
迪贝电气,电机,603320
依依股份,美容护理,001206
航天晨光,专用设备,600501
联创光电,消费电子,600363
歌尔股份,消费电子,002241
北方导航,军工装备,600435
惠威科技,消费电子,002888
华茂股份,纺织制造,000850
四方股份,电网设备,601126
亚虹医药-U,化学制药,688176
泰嘉股份,通用设备,002843
因赛集团,文化传媒,300781
中钢洛耐,建筑材料,688119
迈赫股份,自动化设备,301199
海马汽车,汽车整车,000572
湘佳股份,养殖业,002982
南山铝业,工业金属,600219
伟思医疗,医疗器械,688580
盛邦安全,软件开发,688651
国林科技,环保设备,300786
大东方,医疗服务,600327
深天马Ａ,光学光电子,000050
开尔新材,建筑材料,300234
海伦钢琴,家居用品,300329
烽火电子,军工装备,000561
新疆众和,工业金属,600888
爱朋医疗,医疗器械,300753
谱尼测试,其他社会服务,300887
ST八菱,汽车零部件,002592
芯源微,半导体,688037
三旺通信,通信设备,688618
英洛华,金属新材料,000795
中光学,军工电子,002189
ST远智,专用设备,002689
第一创业,证券,002797
腾亚精工,通用设备,301125
茂莱光学,光学光电子,688502
格灵深瞳,IT服务,688207
华纳药厂,化学制药,688799
赞宇科技,化学制品,002637
广和通,通信设备,300638
浙江自然,家居用品,605080
科德数控,通用设备,688305
挖金客,通信服务,301380
钜泉科技,半导体,688391
恒运昌,半导体,688785
福建水泥,建筑材料,600802
华映科技,光学光电子,000536
中天科技,通信设备,600522
建设机械,工程机械,600984
蠡湖股份,汽车零部件,300694
三星新材,白色家电,603578
ST创意,软件开发,300366
世荣兆业,房地产,002016
新雷能,其他电源设备,300593
安达维尔,军工装备,300719
毅昌科技,汽车零部件,002420
锦盛新材,美容护理,300849
尚纬股份,电网设备,603333
卧龙电驱,电机,600580
新宏泰,电网设备,603016
拉卡拉,多元金融,300773
怡合达,自动化设备,301029
福莱新材,塑料制品,605488
亚钾国际,农化制品,000893
青鸟智控,专用设备,002960
七彩化学,化学制品,300758
浙江黎明,汽车零部件,603048
山石网科,软件开发,688030
欣旺达,电池,300207
康斯特,通用设备,300445
维信诺,光学光电子,002387
昌红科技,专用设备,300151
华东数控,通用设备,002248
智慧农业,工业金属,000816
电科蓝天,军工装备,688818
联德股份,通用设备,605060
安徽合力,工程机械,600761
安图生物,医疗器械,603658
诚益通,自动化设备,300430
金财互联,通用设备,002530
鼎胜新材,工业金属,603876
沈阳机床,通用设备,000410
海特高新,军工装备,002023
通灵股份,光伏设备,301168
中亚股份,专用设备,300512
香山股份,汽车零部件,002870
三晖电气,电网设备,002857
九安医疗,医疗器械,002432
正弦电气,自动化设备,688395
北纬科技,通信服务,002148
松井股份,化学制品,688157
港通医疗,医疗器械,301515
ST帕瓦,电池,688184
海优新材,光伏设备,688680
天键股份,消费电子,301383
科陆电子,电网设备,002121
创耀科技,半导体,688259
兄弟科技,化学制品,002562
埃夫特-U,自动化设备,688165
威唐工业,汽车零部件,300707
康鹏科技,化学制品,688602
中毅达,化学原料,600610
科锐国际,其他社会服务,300662
明泰铝业,工业金属,601677
烽火通信,通信设备,600498
安通控股,港口航运,600179
天阳科技,IT服务,300872
联科科技,橡胶制品,001207
华塑控股,光学光电子,000509
天奈科技,电池,688116
柘中股份,电网设备,002346
苏博特,化学制品,603916
泰格医药,医疗服务,300347
通用电梯,专用设备,300931
梅安森,专用设备,300275
曼恩斯特,电池,301325
长荣股份,专用设备,300195
澜起科技,半导体,688008
宁波精达,通用设备,603088
博睿数据,IT服务,688229
生益电子,元件,688183
重庆路桥,公路铁路运输,600106
中集集团,通用设备,000039
国科军工,军工装备,688543
地纬智能,软件开发,688579
固德电材,汽车零部件,301680
亿帆医药,化学制药,002019
中电鑫龙,电网设备,002298
华平股份,软件开发,300074
华测导航,通信设备,300627
亚星化学,化学原料,600319
新化股份,化学制品,603867
宏达高科,纺织制造,002144
天臣医疗,医疗器械,688013
多瑞医药,化学制药,301075
森麒麟,汽车零部件,002984
中辰股份,电网设备,300933
力合科技,环保设备,300800
艾华集团,元件,603989
国风新材,塑料制品,000859
双环传动,汽车零部件,002472
奥赛康,化学制药,002755
通鼎互联,通信设备,002491
中仑新材,塑料制品,301565
银龙股份,通用设备,603969
*ST艾艾,塑料制品,603580
乐凯胶片,塑料制品,600135
信音电子,消费电子,301329
楚天龙,通信设备,003040
幸福蓝海,影视院线,300528
中电电机,电机,603988
云南铜业,工业金属,000878
永信至诚,软件开发,688244
安乃达,电机,603350
祥生医疗,医疗器械,688358
长盛轴承,通用设备,300718
川能动力,电力,000155
福蓉科技,消费电子,603327
哈投股份,证券,600864
思看科技,通用设备,688583
天振股份,家居用品,301356
瑞松科技,自动化设备,688090
神宇股份,通信设备,300563
汇得科技,化学制品,603192
华神科技,中药,000790
利源股份,工业金属,002501
华瓷股份,家居用品,001216
富乐德,半导体,301297
本立科技,化学制药,301065
国星光电,光学光电子,002449
荣盛发展,房地产,002146
湘邮科技,IT服务,600476
海南机场,机场航运,600515
财富趋势,软件开发,688318
宏明电子,军工电子,301682
合金投资,金属新材料,000633
亚联发展,通信服务,002316
ST路通,通信设备,300555
冰山冷热,通用设备,000530
方正电机,电机,002196
汉宇集团,白色家电,300403
今创集团,轨交设备,603680
博俊科技,汽车零部件,300926
长青股份,农化制品,002391
仟源医药,化学制药,300254
世联行,房地产,002285
顺博合金,工业金属,002996
科华控股,汽车零部件,603161
翰宇药业,化学制药,300199
壶化股份,化学制品,003002
雷电微力,军工电子,301050
长城军工,军工装备,601606
达 意 隆,专用设备,002209
中成股份,贸易,000151
航天科技,汽车零部件,000901
钛能化学,化学原料,002145
元琛科技,化学制品,688659
星星科技,消费电子,300256
三联虹普,建筑装饰,300384
国安达,专用设备,300902
漳州发展,综合,000753
菲沃泰,电子化学品,688371
汇通能源,零售,600605
湘潭电化,电池,002125
宝鼎科技,元件,002552
昊华科技,化学制品,600378
新易盛,通信设备,300502
长江投资,物流,600119
起帆电缆,电网设备,605222
博济医药,医疗服务,300404
奕帆传动,电机,301023
新国都,计算机设备,300130
中捷资源,专用设备,002021
东方日升,光伏设备,300118
科瑞思,通信设备,301314
有研粉材,金属新材料,688456
光华股份,塑料制品,001333
瑞泰新材,电池,301238
芯导科技,半导体,688230
国光电器,消费电子,002045
野马电池,电池,605378
今飞凯达,汽车零部件,002863
会通股份,塑料制品,688219
易点天下,文化传媒,301171
超讯通信,IT服务,603322
康希通信,半导体,688653
淳中科技,计算机设备,603516
柏楚电子,自动化设备,688188
唐源电气,计算机设备,300789
汇川技术,自动化设备,300124
威力传动,风电设备,300904
春晖智控,通用设备,300943
麒盛科技,家居用品,603610
协和电子,元件,605258
中富电路,元件,300814
果麦文化,文化传媒,301052
智飞生物,生物制品,300122
海川智能,通用设备,300720
亚华电子,软件开发,301337
诺思格,医疗服务,301333
普邦股份,建筑装饰,002663
北京文化,影视院线,000802
九洲药业,医疗服务,603456
佳力奇,军工装备,301586
山大电力,电网设备,301609
南矿集团,专用设备,001360
百克生物,生物制品,688276
昆仑万维,游戏,300418
康华生物,生物制品,300841
珠江钢琴,家居用品,002678
佳禾智能,消费电子,300793
裕太微-U,半导体,688515
东方通信,通信设备,600776
ST纳川,建筑材料,300198
鸿远电子,军工电子,603267
三佳科技,专用设备,600520
跃岭股份,汽车零部件,002725
泓博医药,医疗服务,301230
宏英智能,自动化设备,001266
赛升药业,生物制品,300485
四方达,通用设备,300179
祥明智能,通用设备,301226
元道通信,通信服务,301139
奥康国际,服装家纺,603001
新铝时代,汽车零部件,301613
金马游乐,专用设备,300756
新迅达,互联网电商,300518
节能铁汉,环境治理,300197
哈三联,化学制药,002900
高华科技,通用设备,688539
国光电气,军工电子,688776
珠城科技,白色家电,301280
蓝思科技,消费电子,300433
爱建集团,多元金融,600643
新天地,化学制药,301277
东百集团,零售,600693
三人行,文化传媒,605168
久之洋,其他电子,300516
厦门信达,贸易,000701
安利股份,塑料制品,300218
新农股份,农化制品,002942
云赛智联,软件开发,600602
捷荣技术,消费电子,002855
中创股份,软件开发,688695
*ST清研,环保设备,301288
琏升科技,光伏设备,300051
博思软件,软件开发,300525
商络电子,其他电子,300975
我武生物,生物制品,300357
健信超导,医疗器械,688805
厦门国贸,物流,600755
桂冠电力,电力,600236
鼎捷数智,软件开发,300378
新宏泽,包装印刷,002836
明微电子,半导体,688699
浙江众成,塑料制品,002522
金奥博,化学制品,002917
长阳科技,光学光电子,688299
康力源,家居用品,301287
茂硕电源,消费电子,002660
首钢股份,钢铁,000959
首开股份,房地产,600376
联域股份,光学光电子,001326
泓淋电力,电网设备,301439
中创环保,环保设备,300056
智动力,消费电子,300686
亚信安全,软件开发,688225
江顺科技,专用设备,001400
长电科技,半导体,600584
微芯生物,化学制药,688321
智迪科技,计算机设备,301503
金陵饭店,旅游及酒店,601007
中广核技,化学制品,000881
中国国航,机场航运,601111
凯迪股份,自动化设备,605288
南山智尚,纺织制造,300918
盟固利,电池,301487
中亦科技,IT服务,301208
福昕软件,软件开发,688095
国科微,半导体,300672
云汉芯城,其他电子,301563
豪能股份,汽车零部件,603809
冠中生态,环境治理,300948
新致软件,软件开发,688590
富奥股份,汽车零部件,000030
凯美特气,环境治理,002549
高新兴,通信设备,300098
鸿博股份,IT服务,002229
双鹭药业,化学制药,002038
创新医疗,医疗服务,002173
宏鑫科技,汽车零部件,301539
欧菲光,光学光电子,002456
博众精工,自动化设备,688097
美腾科技,专用设备,688420
西典新能,电网设备,603312
宏桥控股,工业金属,002379
郑中设计,建筑装饰,002811
招商轮船,港口航运,601872
科汇股份,电网设备,688681
联化科技,农化制品,002250
新亚强,化学制品,603155
英威腾,自动化设备,002334
国旅联合,文化传媒,600358
*ST佳沃,农产品加工,300268
宝通科技,游戏,300031
金杯电工,电网设备,002533
深华发Ａ,光学光电子,000020
湖北宜化,农化制品,000422
快意电梯,专用设备,002774
科力远,电池,600478
康众医疗,医疗器械,688607
泰坦科技,化学制品,688133
稳健医疗,美容护理,300888
京运通,电力,601908
华力创通,军工电子,300045
摩恩电气,电网设备,002451
江苏有线,文化传媒,600959
三孚新科,电子化学品,688359
广电计量,其他社会服务,002967
三未信安,计算机设备,688489
川宁生物,化学制药,301301
康平科技,电机,300907
徕木股份,汽车零部件,603633
纳尔股份,塑料制品,002825
锐新科技,通用设备,300828
盛洋科技,光学光电子,603703
深科技,消费电子,000021
神思电子,计算机设备,300479
金诚信,工业金属,603979
视涯科技-UW,光学光电子,688781
精达股份,电网设备,600577
飞乐音响,汽车零部件,600651
亿田智能,厨卫电器,300911
航宇微,半导体,300053
每日互动,软件开发,300766
星宇股份,汽车零部件,601799
夏厦精密,通用设备,001306
赛伦生物,生物制品,688163
威胜信息,通信设备,688100
道氏技术,电池,300409
民爆光电,光学光电子,301362
蓝黛科技,汽车零部件,002765
科恒股份,电池,300340
铭科精技,汽车零部件,001319
文峰股份,零售,601010
中触媒,化学制品,688267
北矿科技,专用设备,600980
好上好,其他电子,001298
东软载波,通信设备,300183
中科星图,IT服务,688568
乐通股份,化学制品,002319
成都先导,医疗服务,688222
新恒汇,半导体,301678
维康药业,中药,300878
信濠光电,消费电子,301051
民德电子,其他电子,300656
朗迪集团,白色家电,603726
华能蒙电,电力,600863
润禾材料,化学制品,300727
宇环数控,通用设备,002903
肯特股份,塑料制品,301591
南模生物,医疗服务,688265
皇庭国际,零售,000056
鸣志电器,电机,603728
科捷智能,通用设备,688455
大恒科技,软件开发,600288
紫建电子,电池,301121
伟隆股份,通用设备,002871
凯因科技,生物制品,688687
冠盛股份,汽车零部件,605088
溯联股份,汽车零部件,301397
狮头股份,互联网电商,600539
华瑞股份,电机,300626
铜峰电子,元件,600237
雄帝科技,计算机设备,300546
锦富技术,电池,300128
拓新药业,化学制药,301089
金 融 街,房地产,000402
海安集团,汽车零部件,001233
瑜欣电子,通用设备,301107
南新制药,化学制药,688189
风光股份,化学制品,301100
海辰药业,化学制药,300584
冠捷科技,光学光电子,000727
芳源股份,电池,688148
双飞集团,通用设备,300817
志特新材,建筑材料,300986
睿能科技,其他电子,603933
瑞泰科技,建筑材料,002066
晨曦航空,军工装备,300581
南京聚隆,塑料制品,300644
金岭矿业,钢铁,000655
南都电源,电池,300068
维宏股份,计算机设备,300508
*ST聆达,电力,300125
甘化科工,军工装备,000576
南方泵业,通用设备,300145
津荣天宇,专用设备,300988
洁特生物,医疗器械,688026
英飞特,光学光电子,300582
迈拓股份,通用设备,301006
光洋股份,汽车零部件,002708
达瑞电子,消费电子,300976
爱克股份,光学光电子,300889
雅艺科技,家居用品,301113
豪尔赛,建筑装饰,002963
汇中股份,通用设备,300371
拉普拉斯,光伏设备,688726
新美星,专用设备,300509
乐鑫科技,半导体,688018
辉煌科技,通信设备,002296
征和工业,汽车服务及其他,003033
朗威股份,通信设备,301202
迪森股份,电力,300335
海森药业,化学制药,001367
安硕信息,软件开发,300380
阳光诺和,医疗服务,688621
和而泰,白色家电,002402
法兰泰克,专用设备,603966
尖峰集团,建筑材料,600668
天汽模,汽车零部件,002510
康达新材,化学制品,002669
星云股份,电池,300648
博菲电气,塑料制品,001255
冠昊生物,医疗器械,300238
千红制药,化学制药,002550
中熔电气,其他电子,301031
清水源,环境治理,300437
金现代,软件开发,300830
沧州明珠,塑料制品,002108
上海钢联,软件开发,300226
